"Category","File","Line","Attribute","Literal","Snippet"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ControlBarViewModel.cs","543","MessageBox","MessageBox.Show($""Error al abrir la carpeta de ejemplos: {ex.Message}"", ""Ejemplos de Flujos"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al abrir la carpeta de ejemplos: {ex.Message}"", ""Ejemplos de Flujos"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\EditorViewModel.cs","376","MessageBox","MessageBox.Show($""Error al abrir la ConfiguraciÃ³n del Flujo: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al abrir la ConfiguraciÃ³n del Flujo: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\LogViewModel.cs","496","MessageBox","MessageBox.Show(""No se encontrÃ³ ningÃºn archivo fÃ­sico asociado a esta lÃ­nea de log para previsualizar."", ""Vista Previa"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""No se encontrÃ³ ningÃºn archivo fÃ­sico asociado a esta lÃ­nea de log para previsualizar."", ""Vista Previa"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\LogViewModel.cs","566","MessageBox","MessageBox.Show($""Error al exportar el log: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al exportar el log: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\NodeInspectorViewModel.cs","315","MessageBox","MessageBox.Show($""Prueba completada con Ã©xito para el nodo '{InspectedNode.Title}'."", ""Prueba Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show($""Prueba completada con Ã©xito para el nodo '{InspectedNode.Title}'."", ""Prueba Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\NodeInspectorViewModel.cs","321","MessageBox","MessageBox.Show($""Error durante la prueba aislada: {ex.Message}"", ""Fallo en la Prueba"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error durante la prueba aislada: {ex.Message}"", ""Fallo en la Prueba"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\NodeInspectorViewModel.cs","348","MessageBox","MessageBox.Show(""No hay un archivo vÃ¡lido generado o seleccionado para previsualizar."", ""Vista Previa"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""No hay un archivo vÃ¡lido generado o seleccionado para previsualizar."", ""Vista Previa"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\NodeParameterViewModel.cs","113","MessageBox","MessageBox.Show($""Error al abrir el Gestor de Presets: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al abrir el Gestor de Presets: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\NodeParameterViewModel.cs","138","MessageBox","MessageBox.Show($""Error al abrir el Gestor de ContraseÃ±as: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al abrir el Gestor de ContraseÃ±as: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\StatusBarViewModel.cs","178","MessageBox","MessageBox.Show($""No se pudo abrir la carpeta de salida global: {ex.Message}"", ""Error I/O"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""No se pudo abrir la carpeta de salida global: {ex.Message}"", ""Error I/O"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ThemeCustomizerViewModel.cs","144","MessageBox","MessageBox.Show(""No se pueden eliminar los temas predefinidos de fÃ¡brica."", ""Eliminar Tema"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""No se pueden eliminar los temas predefinidos de fÃ¡brica."", ""Eliminar Tema"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ThemeCustomizerViewModel.cs","229","MessageBox","MessageBox.Show(""Tema exportado correctamente."", ""ExportaciÃ³n Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""Tema exportado correctamente."", ""ExportaciÃ³n Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ThemeCustomizerViewModel.cs","233","MessageBox","MessageBox.Show($""Error al exportar tema: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al exportar tema: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ThemeCustomizerViewModel.cs","256","MessageBox","MessageBox.Show($""Tema '{imported.Name}' importado y aÃ±adido a tus temas personalizados."", ""ImportaciÃ³n Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show($""Tema '{imported.Name}' importado y aÃ±adido a tus temas personalizados."", ""ImportaciÃ³n Exitosa"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\ViewModels\ThemeCustomizerViewModel.cs","260","MessageBox","MessageBox.Show($""Error al importar tema: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al importar tema: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\Views\Components\WorkflowSettingsWindow.xaml.cs","122","MessageBox","MessageBox.Show(""AutobÃºsqueda de herramientas externas completada."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""AutobÃºsqueda de herramientas externas completada."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.App\Views\Components\WorkflowSettingsWindow.xaml.cs","126","MessageBox","MessageBox.Show($""Error durante la autobÃºsqueda: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error durante la autobÃºsqueda: {ex.Message}"", ""Error UI"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Archives\UI\Views\PasswordManagerWindow.xaml.cs","57","MessageBox","MessageBox.Show($""Error al importar archivo: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al importar archivo: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Archives\UI\Views\PasswordManagerWindow.xaml.cs","77","MessageBox","MessageBox.Show($""ContraseÃ±as exportadas con Ã©xito a:\n{dialog.FileName}"", ""Ã‰xito"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show($""ContraseÃ±as exportadas con Ã©xito a:\n{dialog.FileName}"", ""Ã‰xito"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Archives\UI\Views\PasswordManagerWindow.xaml.cs","81","MessageBox","MessageBox.Show($""Error al exportar archivo: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al exportar archivo: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.FileSystem\UI\ViewModels\AdvancedRenamerEditorViewModel.cs","259","MessageBox","MessageBox.Show(""Preset guardado exitosamente."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""Preset guardado exitosamente."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.FileSystem\UI\ViewModels\AdvancedRenamerEditorViewModel.cs","289","MessageBox","MessageBox.Show($""Error al cargar preset: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);","MessageBox.Show($""Error al cargar preset: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Error);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Integrations\UI\Views\MediaPresetManagerWindow.xaml.cs","89","MessageBox","MessageBox.Show(""Preset guardado con Ã©xito."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);","MessageBox.Show(""Preset guardado con Ã©xito."", ""FileFlow Studio"", MessageBoxButton.OK, MessageBoxImage.Information);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Integrations\UI\Views\MediaPresetManagerWindow.xaml.cs","98","MessageBox","MessageBox.Show(""No se pueden eliminar los presets predeterminados del sistema."", ""Aviso"", MessageBoxButton.OK, MessageBoxImage.Warning);","MessageBox.Show(""No se pueden eliminar los presets predeterminados del sistema."", ""Aviso"", MessageBoxButton.OK, MessageBoxImage.Warning);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Integrations\UI\Views\MediaPresetManagerWindow.xaml.cs","102","MessageBox","var result = MessageBox.Show($""Â¿Deseas eliminar el preset '{_selectedPreset.Name}'?"", ""Confirmar EliminaciÃ³n"", MessageBoxButton.YesNo, MessageBoxImage.Question);","var result = MessageBox.Show($""Â¿Deseas eliminar el preset '{_selectedPreset.Name}'?"", ""Confirmar EliminaciÃ³n"", MessageBoxButton.YesNo, MessageBoxImage.Question);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Integrations\UI\Views\MediaPresetManagerWindow.xaml.cs","112","MessageBox","var result = MessageBox.Show(""Â¿Deseas restablecer todos los presets a los valores por defecto del sistema?"", ""Restablecer Presets"", MessageBoxButton.YesNo, MessageBoxImage.Warning);","var result = MessageBox.Show(""Â¿Deseas restablecer todos los presets a los valores por defecto del sistema?"", ""Restablecer Presets"", MessageBoxButton.YesNo, MessageBoxImage.Warning);"
"C# MessageBox Dialog","E:\Users\kaoti\Documentos\GitHub\ArchiveProceser\FileFlow.Plugin.Scripting\UI\Views\ScriptStudioWindow.xaml.cs","118","MessageBox","MessageBox.Show($""Error al abrir el manual: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Warning);","MessageBox.Show($""Error al abrir el manual: {ex.Message}"", ""Error"", MessageBoxButton.OK, MessageBoxImage.Warning);"
